customer_id,gender,age,tenure,monthlycharges,paymentmethod,churn,industry
TEL_8741-LQOBK,0,25,46,35.05,0,0,2
TEL_3393-FMZPV,0,36,25,100.25,5,1,2
TEL_8082-GHXOP,1,66,13,44.0,6,0,2
TEL_6402-ZFPPI,0,27,25,102.8,6,1,2
TEL_0980-FEXWF,1,41,26,50.35,6,0,2
TEL_7486-KSRVI,1,53,43,100.0,5,1,2
TEL_3011-WQKSZ,1,41,19,20.0,5,0,2
TEL_8443-WVPSS,1,44,10,99.85,5,1,2
TEL_3006-XIMLN,0,22,2,94.2,0,1,2
TEL_8218-FFJDS,0,67,72,86.4,0,0,2
TEL_1986-PHGZF,1,69,18,58.4,3,0,2
TEL_9965-YOKZB,1,48,9,83.85,5,1,2
TEL_0504-HHAPI,0,27,27,88.3,3,1,2
TEL_9360-OMDZZ,1,21,24,94.1,5,0,2
TEL_6305-YLBMM,1,26,69,104.05,0,1,2
TEL_0345-XMMUG,0,51,46,108.9,3,0,2
TEL_8024-XNAFQ,0,30,72,107.4,0,0,2
TEL_3647-GMGDH,1,37,22,94.7,3,1,2
TEL_2988-GBIVW,0,22,70,90.85,5,0,2
TEL_2832-SCUCO,0,69,2,19.9,5,0,2
TEL_7036-ZZKBD,1,55,31,66.4,3,0,2
TEL_3791-LGQCY,0,23,56,100.65,0,1,2
TEL_0265-PSUAE,0,57,16,100.7,0,0,2
TEL_0463-TXOAK,1,37,52,25.6,3,0,2
TEL_0594-UFTUL,1,24,13,19.85,6,0,2
TEL_9509-MPYOD,0,32,35,20.75,6,0,2
TEL_9128-CPXKI,0,65,59,95.8,5,0,2
TEL_0129-KPTWJ,1,62,72,94.65,5,0,2
TEL_8166-ZZTFS,0,57,66,80.55,0,1,2
TEL_5855-EIBDE,0,35,49,106.65,3,0,2
TEL_5365-LLFYV,0,67,2,45.85,6,0,2
TEL_5956-YHHRX,1,47,21,104.35,5,0,2
TEL_6008-NAIXK,1,58,54,55.45,5,0,2
TEL_2956-GGUCQ,1,55,24,78.85,5,1,2
TEL_1928-BXYIV,1,47,1,61.15,5,0,2
TEL_5760-FXFVO,1,40,6,78.95,5,0,2
TEL_6595-COKXZ,0,27,1,44.45,6,1,2
TEL_0961-ZWLVI,1,45,49,109.2,3,0,2
TEL_5181-OABFK,0,40,56,61.3,3,0,2
TEL_4007-NHVHI,0,34,56,96.85,5,0,2
TEL_7816-VGHTO,0,58,6,40.55,6,0,2
TEL_5871-DGTXZ,1,24,32,19.8,6,0,2
TEL_7550-WIQVA,1,34,50,108.25,5,0,2
TEL_7544-ZVIKX,1,25,58,105.05,0,0,2
TEL_0016-QLJIS,0,21,65,90.45,6,0,2
TEL_7508-DQAKK,0,22,64,86.4,3,0,2
TEL_5176-OLSKT,0,34,66,66.9,0,0,2
TEL_9356-AXGMP,1,42,38,110.7,5,0,2
TEL_3556-BVQGL,0,21,20,20.0,6,0,2
TEL_0362-ZBZWJ,1,60,36,84.9,5,1,2
TEL_8979-CAMGB,1,35,64,102.1,5,0,2
TEL_4211-MMAZN,1,69,1,20.25,6,1,2
TEL_7581-EBBOU,0,69,60,70.15,3,0,2
TEL_4274-OWWYO,1,58,1,74.35,5,1,2
TEL_5073-RZGBK,0,64,50,80.05,0,0,2
TEL_1541-ETJZO,1,21,1,62.05,6,1,2
TEL_2192-CKRLV,0,56,72,49.2,5,0,2
TEL_3154-HMWUU,1,54,60,20.5,0,0,2
TEL_6119-SPUDB,1,62,46,38.25,6,0,2
TEL_6522-OIQSX,0,30,69,54.95,3,0,2
TEL_7813-ZGGAW,1,54,31,96.6,0,0,2
TEL_8748-HFWBO,1,32,19,19.9,6,0,2
TEL_1052-QJIBV,0,46,71,19.9,3,0,2
TEL_1319-YLZJG,1,27,12,84.6,5,0,2
TEL_4106-HADHQ,1,52,39,80.0,3,1,2
TEL_0723-FDLAY,1,54,44,85.25,0,0,2
TEL_3050-RLLXC,0,45,56,81.25,3,0,2
TEL_9298-WGMRW,0,27,72,115.5,0,0,2
TEL_2369-UAPKZ,1,64,5,104.1,6,1,2
TEL_3088-LHEFH,0,48,11,79.0,0,0,2
TEL_2778-OCLGR,1,64,24,39.1,0,1,2
TEL_6583-KQJLK,0,62,15,94.65,5,0,2
TEL_8544-JNBOX,1,31,72,20.8,6,0,2
TEL_6681-ZSEXG,1,41,56,59.5,3,0,2
TEL_6139-ZZRBQ,1,50,64,20.05,0,0,2
TEL_6116-RFVHN,0,29,34,100.45,5,0,2
TEL_0637-KVDLV,1,65,2,76.5,5,1,2
TEL_8884-FEEWR,1,52,35,20.6,0,0,2
TEL_3125-RAHBV,1,22,22,20.3,3,0,2
TEL_6633-MPWBS,1,54,5,49.2,5,1,2
TEL_0373-AIVNJ,1,29,9,39.55,6,0,2
TEL_8785-EPNCG,1,24,11,23.15,3,1,2
TEL_1682-VCOIO,1,70,23,20.45,6,0,2
TEL_5729-KLZAR,0,44,4,80.85,5,1,2
TEL_2072-ZVJJX,1,48,68,25.25,0,0,2
TEL_8849-AYPTR,1,52,33,91.25,5,0,2
TEL_9518-IMLHK,1,29,31,72.45,0,0,2
TEL_1582-RAFML,1,67,1,60.1,6,1,2
TEL_3646-ITDGM,0,53,56,19.7,0,0,2
TEL_8740-CRYFY,1,37,1,78.95,5,1,2
TEL_3569-VLDHH,1,50,66,75.1,5,0,2
TEL_8224-KDLKN,1,54,72,25.0,0,0,2
TEL_7594-LZNWR,1,33,34,69.15,3,0,2
TEL_4001-TSBTV,0,26,58,91.55,5,0,2
TEL_2962-XPMCQ,1,57,2,45.15,5,1,2
TEL_8727-XDPUD,1,46,37,35.8,3,0,2
TEL_1043-UXOVO,0,69,71,113.15,3,0,2
TEL_1064-FBXNK,1,31,1,19.85,3,0,2
TEL_3996-ZNWYK,1,65,71,19.8,3,0,2
TEL_2878-DHMIN,1,24,35,19.9,5,0,2
TEL_7762-ONLJY,0,54,6,19.7,6,0,2
TEL_1678-FYZOW,0,57,3,79.4,5,1,2
TEL_5795-BKOYE,0,36,69,59.1,0,0,2
TEL_8627-EHGIP,1,53,44,53.95,6,1,2
TEL_7402-PWYJJ,0,70,53,91.15,5,0,2
TEL_5480-TBGPH,0,27,24,99.3,3,1,2
TEL_0018-NYROU,0,57,5,68.95,5,0,2
TEL_7501-VTYLJ,0,41,2,51.55,6,0,2
TEL_7608-RGIRO,1,24,62,24.4,6,0,2
TEL_0480-BIXDE,0,26,19,96.8,5,0,2
TEL_5895-QSXOD,1,40,9,70.05,6,0,2
TEL_9814-AOUDH,1,34,53,19.5,3,0,2
TEL_6175-IRFIT,1,37,5,78.75,6,0,2
TEL_8760-ZRHKE,0,40,71,69.2,5,0,2
TEL_1622-HSHSF,0,21,1,19.55,6,0,2
TEL_8854-CCVSQ,1,24,18,80.65,5,1,2
TEL_6749-UTDVX,1,64,72,103.65,5,0,2
TEL_5542-DHSXL,0,25,4,54.7,6,0,2
TEL_9102-OXKFY,1,28,59,54.15,3,0,2
TEL_0511-JTEOY,0,22,1,71.1,6,1,2
TEL_5216-WASFJ,0,25,31,84.85,5,0,2
TEL_7808-DVWEP,1,67,3,20.0,0,0,2
TEL_7067-KSAZT,0,37,65,106.25,5,1,2
TEL_2284-VFLKH,1,42,49,99.25,3,0,2
TEL_0366-NQSHS,1,24,2,19.35,6,0,2
TEL_6532-YLWSI,0,24,53,20.8,0,1,2
TEL_3807-BPOMJ,0,45,55,94.75,5,0,2
TEL_3892-NXAZG,1,37,72,114.05,3,0,2
TEL_4948-WBBKL,0,66,36,74.9,0,0,2
TEL_4182-BGSIQ,0,68,10,19.8,0,0,2
TEL_9300-AGZNL,1,63,1,94.0,5,1,2
TEL_0988-AADSA,0,57,72,80.85,0,0,2
TEL_9972-NKTFD,0,47,28,54.65,0,0,2
TEL_3717-LNXKW,1,57,38,91.7,0,0,2
TEL_5734-EJKXG,0,50,61,118.6,5,0,2
TEL_2207-RYYRL,1,48,52,24.55,6,0,2
TEL_6729-FZWSY,1,62,67,19.45,6,0,2
TEL_9695-IDRZR,0,61,34,116.15,3,0,2
TEL_8144-DGHXP,0,20,54,80.6,5,0,2
TEL_7814-LEEVE,0,49,1,20.3,0,0,2
TEL_1112-CUNAO,0,52,15,89.85,5,1,2
TEL_5175-AOBHI,0,49,4,46.0,6,1,2
TEL_5174-RNGBH,0,22,9,66.25,6,1,2
TEL_8631-WUXGY,0,44,46,99.8,5,0,2
TEL_7270-BDIOA,0,40,22,90.0,5,1,2
TEL_9565-JSNFM,1,20,38,70.45,0,1,2
TEL_5906-DVAPM,0,26,55,75.0,3,0,2
TEL_6654-QGBZZ,0,63,1,19.9,6,0,2
TEL_8348-JLBUG,1,40,64,80.3,3,0,2
TEL_0607-DAAHE,1,49,53,19.75,0,1,2
TEL_5641-DMBFJ,0,48,58,84.3,5,0,2
TEL_9200-NLNPD,1,48,56,54.05,0,0,2
TEL_2664-XJZNO,1,67,72,104.9,3,0,2
TEL_9732-KPKBW,1,54,1,53.95,5,1,2
TEL_3339-EAQNV,1,37,72,97.25,3,0,2
TEL_0921-OHLVP,1,25,22,83.05,5,0,2
TEL_3389-YGYAI,0,26,8,105.5,5,1,2
TEL_9560-ARGQJ,0,70,16,81.0,5,1,2
TEL_8350-NYMVI,0,42,39,41.1,0,0,2
TEL_1600-DILPE,0,23,12,45.0,0,0,2
TEL_0536-ESJEP,1,65,54,74.55,0,0,2
TEL_4654-GGUII,0,56,18,40.2,6,0,2
TEL_6478-HRRCZ,1,35,32,70.5,6,0,2
TEL_8510-BBWMU,0,27,41,19.75,6,0,2
TEL_6857-TKDJV,1,70,67,24.65,0,0,2
TEL_2360-RDGRO,1,27,65,104.25,5,0,2
TEL_0584-BJQGZ,0,64,25,78.35,0,0,2
TEL_5134-IKDAY,0,32,1,69.8,5,1,2
TEL_1360-XFJMR,0,35,67,109.7,3,0,2
TEL_3070-DVEYC,1,62,7,73.75,6,1,2
TEL_5730-RIITO,0,70,43,33.45,3,0,2
TEL_9058-MJLZC,0,62,24,94.6,5,0,2
TEL_5707-ORNDZ,1,47,9,54.55,5,1,2
TEL_0902-XKXPN,1,53,69,20.2,0,0,2
TEL_5177-RVZNU,0,54,37,20.3,0,0,2
TEL_0056-EPFBG,1,53,20,39.4,3,0,2
TEL_8993-IZEUX,1,60,7,69.15,0,0,2
TEL_8696-JKZNU,0,68,37,76.25,5,1,2
TEL_5380-AFSSK,0,38,5,93.9,6,1,2
TEL_8190-ZTQFB,1,42,41,51.35,5,0,2
TEL_0931-MHTEM,0,48,54,100.05,3,0,2
TEL_2055-PDADH,0,21,3,70.4,5,1,2
TEL_7515-LODFU,1,54,69,20.3,3,0,2
TEL_0440-UEDAI,0,39,53,94.45,3,0,2
TEL_1337-BOZWO,1,70,18,46.4,3,0,2
TEL_0868-VJRDR,1,48,64,104.05,3,0,2
TEL_8714-EUHJO,0,60,31,91.15,5,1,2
TEL_6344-SFJVH,0,49,20,24.9,3,0,2
TEL_3950-VPYJB,1,66,57,59.6,6,0,2
TEL_8041-TMEID,1,66,63,108.5,3,0,2
TEL_7321-ZNSLA,1,30,13,40.55,6,0,2
TEL_6941-KXRRV,0,40,48,58.95,0,0,2
TEL_3721-CNEYS,0,58,2,70.95,5,1,2
TEL_8727-JQFHV,1,66,57,20.75,6,0,2
TEL_9475-NNDGC,1,41,71,113.15,0,0,2
TEL_1355-KUSBG,0,37,7,48.8,5,0,2
TEL_3688-FTHLT,0,29,16,63.05,0,0,2
TEL_0899-LIIBW,1,48,34,100.85,5,0,2
TEL_2568-OIADY,0,28,37,99.5,5,1,2
TEL_1384-RCUXW,1,50,16,80.55,6,0,2
TEL_5825-XJOCM,1,32,48,64.4,0,0,2
TEL_6848-YLDFR,1,34,58,75.2,3,0,2
TEL_8125-QPFJD,0,59,72,84.9,0,0,2
TEL_2320-YKQBO,0,62,7,19.3,6,0,2
TEL_1193-RTSLK,0,65,38,83.9,3,1,2
TEL_2302-ANTDP,0,32,48,117.45,5,1,2
TEL_5923-GXUOC,1,47,10,104.4,5,1,2
TEL_4973-RLZVI,0,33,30,74.65,3,0,2
TEL_7869-ZYDST,1,56,31,59.05,3,0,2
TEL_4501-UYKBC,0,28,46,69.1,3,0,2
TEL_1215-EXRMO,1,36,50,20.55,6,0,2
TEL_2305-MRGLV,1,58,28,76.55,0,0,2
TEL_8404-VIOMB,0,60,66,62.5,0,0,2
TEL_5233-GEEAX,1,50,8,29.4,5,1,2
TEL_2359-KLTEK,0,62,41,94.9,0,0,2
TEL_5304-EFJLP,1,70,72,111.65,0,0,2
TEL_2673-ZALNP,0,69,7,19.9,6,0,2
TEL_9184-GALIL,0,42,38,20.45,6,0,2
TEL_4393-RYCRE,1,69,44,106.05,5,0,2
TEL_9746-MDMBK,1,39,47,113.45,0,0,2
TEL_3162-ZJZFU,1,36,53,92.55,5,0,2
TEL_8404-GFGCZ,1,34,4,65.6,5,0,2
TEL_8875-AKBYH,1,68,20,84.35,5,0,2
TEL_4432-ADRLB,1,25,2,44.65,6,1,2
TEL_0533-UCAAU,1,36,57,71.1,3,0,2
TEL_1394-SUIUH,0,56,44,85.15,5,0,2
TEL_3521-MNKLV,1,34,24,49.7,6,0,2
TEL_2533-TIBIX,1,28,15,30.2,0,0,2
TEL_8993-PHFWD,0,43,3,25.25,5,1,2
TEL_1565-RHDJD,0,52,4,84.05,0,1,2
TEL_7137-RYLPP,1,25,37,85.7,5,1,2
TEL_3765-JXVKY,0,25,1,74.7,5,1,2
TEL_5092-STPKP,0,48,24,56.35,3,0,2
TEL_7330-WZLNC,0,56,5,90.8,5,1,2
TEL_0114-PEGZZ,0,61,33,107.55,5,0,2
TEL_3359-DSRKA,0,23,58,19.85,6,0,2
TEL_8639-NHQEI,0,64,72,95.9,0,0,2
TEL_7161-DFHUF,0,30,71,23.85,6,0,2
TEL_3957-LXOLK,0,25,28,106.15,5,1,2
TEL_3720-DBRWL,1,51,51,83.85,3,0,2
TEL_6635-MYYYZ,0,33,30,85.35,0,1,2
TEL_8565-WUXZU,1,30,72,84.8,3,0,2
TEL_5281-BUZGT,1,21,36,90.85,5,1,2
TEL_4994-OBRSZ,1,58,14,76.1,0,0,2
TEL_0562-FGDCR,0,64,72,74.55,6,0,2
TEL_2436-QBZFP,0,70,22,39.2,5,0,2
TEL_3420-YJLQT,0,70,2,79.55,5,0,2
TEL_6040-CGACY,0,58,15,19.6,6,0,2
TEL_6582-PLFUU,1,35,51,19.55,3,0,2
TEL_8242-PDSGJ,1,55,70,39.15,3,0,2
TEL_0264-CNITK,0,57,71,20.1,0,0,2
TEL_0089-IIQKO,0,68,39,99.95,3,0,2
TEL_7839-NUIAA,0,55,61,59.8,5,0,2
TEL_6075-QMNRR,0,24,52,49.75,0,0,2
TEL_5378-IKEEG,0,68,1,35.75,5,1,2
TEL_5966-EMAZU,1,44,64,108.5,6,0,2
TEL_0440-EKDCF,1,35,62,60.15,3,0,2
TEL_4774-HHGGS,1,59,30,19.05,6,0,2
TEL_2718-GAXQD,0,36,4,46.0,5,1,2
TEL_2055-BFOCC,1,58,63,84.0,0,0,2
TEL_8180-AKMJV,0,23,1,44.55,3,0,2
TEL_4298-OYIFC,1,28,15,103.45,5,0,2
TEL_5566-SOEZD,1,29,27,80.65,3,0,2
TEL_9842-EFSYY,0,29,4,57.2,6,0,2
TEL_2272-WUSPA,0,32,72,110.75,5,0,2
TEL_4584-LBNMK,1,68,45,24.7,3,0,2
TEL_3898-GUYTS,0,57,45,97.05,5,0,2
TEL_0930-EHUZA,0,67,36,76.35,6,0,2
TEL_6413-XKKPU,1,36,17,89.4,5,1,2
TEL_9975-SKRNR,1,52,1,18.9,6,0,2
TEL_3703-KBKZP,1,62,16,74.45,0,0,2
TEL_1449-XQEMT,1,30,3,19.8,6,1,2
TEL_2626-URJFX,1,42,4,50.9,5,1,2
TEL_4973-MGTON,0,34,71,84.4,3,0,2
TEL_3682-YEUWS,1,24,10,24.4,6,0,2
TEL_1223-UNPKS,1,40,20,20.05,6,0,2
TEL_2612-RRIDN,1,21,4,81.0,5,1,2
TEL_4735-ASGMA,1,55,26,98.35,5,1,2
TEL_3446-QDSZF,0,25,4,55.5,3,0,2
TEL_3669-LVWZB,1,53,5,51.0,6,1,2
TEL_6892-EZDTG,0,53,4,91.65,5,1,2
TEL_5117-IFGPS,1,58,29,84.3,5,0,2
TEL_7379-FNIUJ,1,48,2,100.2,5,0,2
TEL_1627-AFWVJ,0,69,29,19.4,6,0,2
TEL_9725-SCPZG,1,52,1,90.85,5,1,2
TEL_5884-GCYMI,1,27,1,69.4,6,1,2
TEL_3217-FZDMN,0,45,8,94.45,3,1,2
TEL_4486-EFAEB,1,64,13,20.4,5,0,2
TEL_0060-FUALY,0,33,59,94.75,5,0,2
TEL_7853-GVUDZ,0,42,1,20.15,3,1,2
TEL_7480-QNVZJ,1,31,50,95.7,5,1,2
TEL_6954-OOYZZ,1,30,18,44.35,0,0,2
TEL_7088-FBAWU,0,57,17,74.55,6,0,2
TEL_8313-AFGBW,1,35,47,73.6,5,0,2
TEL_3943-KDREE,0,32,26,74.95,0,1,2
TEL_9239-ZBZZV,0,64,6,47.95,5,1,2
TEL_3097-IDVPU,1,22,19,50.1,3,0,2
TEL_4398-HSCJH,0,22,3,63.6,5,1,2
TEL_2197-OMWGI,0,48,68,53.0,5,0,2
TEL_2303-PJYHN,0,22,2,19.85,0,0,2
TEL_9795-VOWON,1,66,7,24.35,3,0,2
TEL_1237-WIYYZ,0,50,18,19.55,6,0,2
TEL_1987-AUELQ,0,35,71,25.05,3,0,2
TEL_7852-LECYP,1,20,13,93.8,3,0,2
TEL_4430-UZIPO,1,30,3,36.85,6,1,2
TEL_4822-LPTYJ,1,42,72,103.75,0,0,2
TEL_8165-CBKXO,1,32,66,56.75,3,0,2
TEL_6527-PZFPV,1,62,24,20.8,3,0,2
TEL_4855-SNKMY,0,66,1,44.1,5,1,2
TEL_9593-CVZKR,0,48,56,24.45,6,0,2
TEL_8595-SIZNC,0,64,22,25.6,0,0,2
TEL_8008-HAWED,1,64,14,50.75,5,1,2
TEL_7124-UGSUR,0,29,61,104.4,3,1,2
TEL_1862-SKORY,0,46,40,39.3,5,1,2
TEL_5236-XMZJY,0,24,42,59.65,0,0,2
TEL_4827-DPADN,0,33,72,83.3,0,0,2
TEL_2694-CIUMO,0,35,12,79.55,3,0,2
TEL_5846-ABOBJ,1,50,71,24.45,0,0,2
TEL_1439-LCGVL,0,63,26,19.2,6,0,2
TEL_0909-SDHNU,0,60,7,29.8,6,0,2
TEL_4647-XXZAM,0,27,6,45.5,6,0,2
TEL_1502-XFCVR,0,30,58,106.45,5,1,2
TEL_7740-KKCXF,1,55,51,30.05,3,0,2
TEL_5360-XGYAZ,1,49,72,65.65,0,0,2
TEL_9692-TUSXH,0,41,18,96.05,5,1,2
TEL_7912-SYRQT,0,61,7,75.1,0,1,2
TEL_3557-HTYWR,0,40,47,74.05,6,0,2
TEL_4816-JBHOV,1,54,2,44.7,5,1,2
TEL_8920-NAVAY,1,23,62,110.75,0,0,2
TEL_1699-TLDLZ,0,47,16,19.7,6,0,2
TEL_5600-PDUJF,1,67,6,49.5,3,0,2
TEL_8292-TYSPY,1,29,19,55.0,3,1,2
TEL_0567-XRHCU,0,55,69,43.95,3,0,2
TEL_1867-BDVFH,1,23,11,74.35,5,1,2
TEL_2067-QYTCF,0,50,64,111.15,5,0,2
TEL_2359-QWQUL,0,50,39,104.7,3,1,2
TEL_9103-TCIHJ,0,48,15,55.7,6,1,2
TEL_7407-SUJIZ,1,41,25,20.6,6,0,2
TEL_9150-KPBJQ,0,53,6,19.65,3,0,2
TEL_0052-DCKON,1,33,66,115.8,0,0,2
TEL_3654-ARMGP,0,42,61,88.65,3,0,2
TEL_9699-UBQFS,0,28,43,94.5,5,0,2
TEL_9367-TCUYN,0,39,12,20.1,6,0,2
TEL_1261-FWTTE,1,52,23,34.65,0,0,2
TEL_3528-HFRIQ,1,41,71,52.3,0,0,2
TEL_0708-SJDIS,0,52,34,65.0,6,0,2
TEL_4140-WJAWW,0,25,5,19.85,3,1,2
TEL_2073-QBVBI,0,56,41,35.45,6,0,2
TEL_6928-ONTRW,0,38,72,19.7,3,0,2
TEL_3320-VEOYC,1,30,14,95.6,5,0,2
TEL_5231-FIQPA,0,52,41,19.85,6,0,2
TEL_6617-WLBQC,0,35,23,81.85,3,0,2
TEL_2599-CIPQE,1,62,71,109.3,3,0,2
TEL_6653-CBBOM,0,40,1,70.3,5,1,2
TEL_8774-GSBUN,1,63,72,25.4,6,0,2
TEL_7326-RIGQZ,1,66,6,69.8,5,0,2
TEL_1401-FTHFQ,1,40,23,20.0,3,0,2
TEL_3247-ZVOUO,1,52,10,85.55,5,1,2
TEL_0254-FNMCI,0,58,72,109.9,5,0,2
TEL_1848-LBZHY,0,64,7,50.3,0,0,2
TEL_6101-IMRMM,1,47,6,94.5,6,1,2
TEL_8118-TJAFG,1,30,9,101.5,5,0,2
TEL_5429-LWCMV,0,52,12,89.15,5,0,2
TEL_7298-IZWLY,0,46,1,19.4,6,0,2
TEL_9758-MFWGD,0,22,48,29.9,0,0,2
TEL_3955-JBZZM,1,28,20,78.8,5,0,2
TEL_1268-ASBGA,0,59,16,85.35,3,1,2
TEL_8943-URTMR,0,64,2,79.65,6,1,2
TEL_4815-TUMEQ,0,67,10,19.3,6,0,2
TEL_4713-LZDRV,0,44,2,79.6,5,1,2
TEL_9909-IDLEK,1,59,20,96.8,6,0,2
TEL_4092-OFQZS,1,24,20,20.65,6,0,2
TEL_1561-BWHIN,1,55,19,19.8,6,0,2
TEL_4325-NFSKC,1,23,19,90.6,5,1,2
TEL_9927-DSWDF,1,58,22,104.6,5,0,2
TEL_9500-LTVBP,0,33,35,80.05,3,0,2
TEL_7252-NTGSS,0,60,1,45.15,6,0,2
TEL_8149-AIQCG,1,59,39,73.15,3,0,2
TEL_1360-JYXKQ,0,45,54,99.1,5,0,2
TEL_2955-PSXOE,0,33,1,20.2,0,1,2
TEL_7762-URZQH,1,29,66,106.05,3,1,2
TEL_0899-WZRSD,1,37,56,105.35,6,0,2
TEL_3255-GRXMG,1,59,18,45.65,3,0,2
TEL_4828-FAZPK,0,26,16,79.95,3,0,2
TEL_6094-ZIVKX,0,21,68,54.45,3,0,2
TEL_6925-BAYGL,0,53,53,25.1,3,0,2
TEL_3262-EIDHV,0,36,72,84.7,3,0,2
TEL_7354-OIJLX,1,66,9,75.85,5,0,2
TEL_1376-HHBDV,0,70,30,48.8,6,0,2
TEL_6907-NZZIJ,0,31,36,99.15,5,1,2
TEL_6133-OZILE,0,39,18,35.2,5,0,2
TEL_4135-FRWKJ,0,48,55,76.25,5,0,2
TEL_2911-UREFD,0,59,39,55.9,5,1,2
TEL_3744-ZRRDZ,1,22,21,82.35,5,1,2
TEL_5673-TIYIB,1,21,2,40.4,3,1,2
TEL_6551-ZCOTS,1,36,33,24.9,0,0,2
TEL_7191-ADRGF,1,68,44,54.3,0,0,2
TEL_5018-LXQQG,0,28,30,66.3,0,0,2
TEL_6892-BOGQE,0,26,71,20.9,0,0,2
TEL_1602-IJQQE,0,70,4,75.35,5,1,2
TEL_4628-WQCQQ,1,22,35,85.15,5,1,2
TEL_1746-TGTWV,1,43,1,75.35,3,0,2
TEL_5995-SNNEW,1,58,23,104.45,5,0,2
TEL_8050-WYBND,0,65,22,49.45,3,0,2
TEL_2821-WARNZ,0,37,49,19.45,3,0,2
TEL_4879-GZLFH,0,34,42,92.15,5,0,2
TEL_1644-IRKSF,0,30,33,93.8,5,1,2
TEL_8314-HTWVE,0,34,7,19.85,6,0,2
TEL_9402-ROUMJ,0,23,67,100.25,0,0,2
TEL_2507-QZPQS,1,36,15,95.7,5,0,2
TEL_7159-NOKYQ,1,63,67,93.15,5,0,2
TEL_5707-ZMDJP,1,54,53,69.7,6,0,2
TEL_8779-YIQQA,1,25,21,19.8,6,0,2
TEL_7136-IHZJA,0,27,40,71.35,6,0,2
TEL_8966-OIQHG,0,32,22,20.75,0,0,2
TEL_7074-STDCN,1,65,39,40.6,5,0,2
TEL_3705-PSNGL,1,51,45,20.4,5,1,2
TEL_8739-QOTTN,0,64,2,20.35,6,0,2
TEL_1399-OUPJN,0,56,57,19.75,0,0,2
TEL_0277-BKSQP,1,27,8,54.4,5,0,2
TEL_6502-HCJTI,1,62,7,94.7,3,1,2
TEL_2606-RMDHZ,1,57,6,30.5,3,1,2
TEL_5774-XZTQC,0,20,7,20.45,6,0,2
TEL_2676-SSLTO,1,66,49,66.15,0,0,2
TEL_6266-QHOJZ,0,64,65,89.85,5,0,2
TEL_7269-JISCY,0,59,55,45.05,0,0,2
TEL_0363-SVHYR,1,46,71,86.85,0,0,2
TEL_8547-NSBBO,1,39,35,96.75,6,0,2
TEL_8258-GSTJK,1,58,3,77.0,5,1,2
TEL_6861-OKBCE,0,23,11,20.1,3,1,2
TEL_9940-RHLFB,0,27,1,75.3,5,1,2
TEL_6591-QGOYB,1,52,17,106.65,0,0,2
TEL_9070-BCKQP,0,37,72,110.15,3,0,2
TEL_6421-SZVEM,0,58,28,82.85,0,0,2
TEL_1328-EUZHC,0,51,18,20.1,6,0,2
TEL_2995-UPRYS,0,37,40,99.2,3,1,2
TEL_8878-RYUKI,0,45,52,59.45,5,0,2
TEL_9633-DENPU,0,34,47,58.6,0,0,2
TEL_7811-JIVPF,0,49,23,49.7,3,0,2
TEL_7113-HIPFI,1,59,66,65.85,6,0,2
TEL_8541-QVFKM,0,41,8,73.5,5,0,2
TEL_6686-YPGHK,1,62,47,85.5,6,1,2
TEL_1383-EZRWL,0,43,7,20.05,6,1,2
TEL_9258-CNWAC,0,57,71,113.65,3,0,2
TEL_5371-VYLSX,0,42,50,83.4,5,0,2
TEL_6374-AFWOX,1,55,46,65.65,6,0,2
TEL_4759-TRPLW,1,70,1,70.4,5,1,2
TEL_5317-FLPJF,0,55,66,61.35,0,0,2
TEL_7621-VPNET,0,61,42,85.9,3,0,2
TEL_6034-YMTOB,0,52,5,75.65,6,0,2
TEL_8563-IIOXK,1,40,7,49.75,5,1,2
TEL_4903-CNOZC,1,48,29,70.9,3,0,2
TEL_4353-HYOJD,0,63,27,49.85,6,0,2
TEL_8020-BWHYL,0,38,15,75.3,3,1,2
TEL_7267-FRMJW,0,30,25,20.1,6,0,2
TEL_2982-VPSGI,0,53,11,94.0,5,1,2
TEL_4188-FRABG,1,57,57,103.05,5,0,2
TEL_8199-ZLLSA,1,23,67,118.35,0,1,2
TEL_4128-ETESU,0,38,47,99.7,5,0,2
TEL_0620-DLSLK,0,44,13,81.9,6,0,2
TEL_4625-EWPTF,1,32,8,30.45,5,1,2
TEL_5980-NOPLP,0,30,44,96.1,5,1,2
TEL_3850-OKINF,1,50,71,66.2,5,0,2
TEL_6892-XPFPU,1,70,24,104.25,5,1,2
TEL_8010-EZLOU,1,48,15,80.2,5,1,2
TEL_1156-ZFYDO,0,60,1,19.75,5,0,2
TEL_3295-YVUSR,1,40,2,72.6,6,0,2
TEL_8016-NCFVO,1,39,55,116.5,5,0,2
TEL_4119-ZYPZY,1,24,71,106.8,5,0,2
TEL_5549-ZGHFB,1,45,50,24.95,6,0,2
TEL_7577-SWIFR,1,56,1,89.25,5,0,2
TEL_0303-WMMRN,1,35,5,19.25,6,0,2
TEL_6408-OTUBZ,0,29,66,104.55,0,0,2
TEL_5204-HMGYF,0,41,49,87.2,6,0,2
TEL_1078-TDCRN,0,49,3,30.75,5,0,2
TEL_3727-OVPRY,1,24,66,25.7,3,0,2
TEL_3797-FKOGQ,1,29,11,86.2,5,0,2
TEL_7622-NXQZR,1,34,28,30.1,3,0,2
TEL_6196-HBOBZ,1,44,65,99.35,5,0,2
TEL_3970-XGJDU,0,20,62,19.2,3,0,2
